identifier,الجنوبي_الاستراتيجية_الطاقة_البيئة_الوطنية_العالم_المياه,لبنان_المحكمة_اللبناني_الدولية_اللبنانية_الرئيس_مجلس,السودان_الرئيس_الانتخابات_العاج_المصري_غباغبو_ساحل,العمل_الأدوية_الله_ابن_بطوطة_الرواية_المنشطة,قطر_شركة_الغاز_دولة_الشركة_الشركات_القطرية,قطر_العربية_عبد_العربي_العام_الدوحة_العامة,الفريق_المباراة_فريق_الغرافة_مباراة_النادي_الأول,آل_الشيخ_حمد_ثاني_خليفة_السمو_المفدى,الأميركية_الحرب_طالبان_باردو_الاستراتيجية_أفغانستان_العسكرية,قطر_العالم_كأس_الشيخ_دولة_حمد_القدم,الفلسطينية_إسرائيل_العربية_المتحدة_السلام_الفلسطيني_الدول,ولكن_بل_ليس_إلا_أكثر_وهذا_الآن,ريال_بنسبة_العام_قطر_البنوك_دولار_المالية,المتحدة_الولايات_النووي_السلام_اسرائيل_هل_الأميركية,الأميركية_العراق_القوات_الأميركي_الجيش_المتحدة_العراقي
AL20101211$724,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05,0.260828987098545,5.48998078506725e-05,5.48998078506725e-05,0.0027998902003843,5.48998078506725e-05,5.48998078506725e-05,0.735712325006863,5.48998078506725e-05,5.48998078506725e-05,5.48998078506725e-05
AL20101212$725,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,0.0373028820010875,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05,0.873937699060048,1.55363940029519e-05,0.0885729822108289,1.55363940029519e-05,1.55363940029519e-05,1.55363940029519e-05
AL20101213$726,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,2.39148630874088e-05,0.863350472318546,0.099270596675834,2.39148630874088e-05,0.0370919526485711,2.39148630874088e-05
AL20101214$727,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.467178502879079,0.000127959053103007,0.211260396673065,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.224056301983365,0.0960972488803583,0.000127959053103007,0.000127959053103007
AL20101215$728,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,0.998693420438637,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05
AL20101216$729,0.0539036793299432,5.98265031408914e-05,0.0389470535447203,5.98265031408914e-05,0.460723900688005,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,5.98265031408914e-05,0.341070894406222,5.98265031408914e-05,5.98265031408914e-05,0.104756206999701
AL20101217$730,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,0.540961190428313,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05,0.0241705208123869,4.02171727327569e-05,4.02171727327569e-05,0.434385682686507,4.02171727327569e-05,4.02171727327569e-05,4.02171727327569e-05
AL20101218$731,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.383606557377049,0.602185792349727,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339,0.00109289617486339
AL20101219$732,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,0.251128582297743,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,5.07227998985544e-05,0.720314481359371,0.0279482627441035,5.07227998985544e-05,5.07227998985544e-05
AL20101220$733,3.75023438964935e-05,3.75023438964935e-05,0.416313519594975,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05,0.232552034502156,3.75023438964935e-05,0.350684417776111,3.75023438964935e-05,3.75023438964935e-05,3.75023438964935e-05
AL20101221$734,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,0.165302290649643,0.315508824633872,7.51032669921142e-05,0.00758542996620353,7.51032669921142e-05,0.510777318813368,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05,7.51032669921142e-05
AL20101222$735,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,0.651748870982024,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,1.77100858939166e-05,0.295776144514301,0.0522624634729478,1.77100858939166e-05,1.77100858939166e-05
AL20101223$736,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.62920892494929,0.000405679513184584,0.36551724137931,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584
AL20101224$737,3.35965059633798e-05,3.35965059633798e-05,0.0773055602217369,0.258726692423988,0.102502939694272,0.320880228456241,3.35965059633798e-05,3.35965059633798e-05,0.00171342180413237,3.35965059633798e-05,0.070586259029061,0.0873845120107509,3.35965059633798e-05,3.35965059633798e-05,0.0806652108180749
AL20101225$738,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,0.689714117300324,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05,0.309519599174772,5.89448865310934e-05,5.89448865310934e-05,5.89448865310934e-05
AL20101226$739,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,0.812249189520722,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05,0.187523000087619,1.75238762814335e-05,1.75238762814335e-05,1.75238762814335e-05
AL20101227$740,3.48250043531255e-05,3.48250043531255e-05,0.407487375935922,3.48250043531255e-05,0.0331185791398224,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05,0.308236113529514,3.48250043531255e-05,0.250774856346857,3.48250043531255e-05,3.48250043531255e-05,3.48250043531255e-05
AL20101228$741,0.467992825697049,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,0.247872166965596,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,3.26104679602152e-05,0.17123756725909,0.0668840697864014,0.0456872656122615,3.26104679602152e-05
AL20101229$742,0.677431954107165,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,0.322250701818626,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05,2.44110826315147e-05
AL20101230$743,0.0199179410667661,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,0.00375481785403456,0.762178291682208,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05,0.213875419619545,2.48663434042024e-05,2.48663434042024e-05,2.48663434042024e-05
AL20101231$744,2.81571167112488e-05,2.81571167112488e-05,2.81571167112488e-05,0.574433338026186,0.101393777277207,0.0760523722370829,2.81571167112488e-05,2.81571167112488e-05,0.0380402646768971,2.81571167112488e-05,0.13236660565958,0.0774602280726454,2.81571167112488e-05,2.81571167112488e-05,2.81571167112488e-05
AL20101201$745,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.0967257112184648,0.901878690284487
AL20101202$746,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,0.998940597805524
AL20101203$747,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05,0.871025610763602,2.36043904166175e-05,0.128667532160982,2.36043904166175e-05,2.36043904166175e-05,2.36043904166175e-05
AL20101204$748,7.56715853197125e-05,7.56715853197125e-05,0.00385925085130534,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,7.56715853197125e-05,0.995157018539539
AL20101205$749,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,0.267724867724868,6.22471210706505e-05,6.22471210706505e-05,6.22471210706505e-05,0.731465919701214
AL20101206$750,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05,0.684692417739628,4.0874718986307e-05,0.31477621091355,4.0874718986307e-05,4.0874718986307e-05,4.0874718986307e-05
AL20101207$751,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.998587997982854,0.000100857286938981,0.000100857286938981,0.000100857286938981,0.000100857286938981
AL20101208$752,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.113687985654513,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.884757919904363
AL20101209$753,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.0705813270698767,0.000117439812096301,0.000117439812096301,0.927891955372871,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301
AL20101210$754,0.000203458799593082,0.000203458799593082,0.773346897253306,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.224008138351984,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082
AL20101211$755,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.996966413867822,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977
AL20101212$756,0.000120264582080577,0.000120264582080577,0.998316295850872,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577
AL20101213$757,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.998420755781162
AL20101214$758,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.998595082789764,0.000100351229302559,0.000100351229302559,0.000100351229302559,0.000100351229302559
AL20101215$759,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.996638655462185
AL20101216$760,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.109013914095584,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.000120992135511192,0.889413188142771
AL20101217$761,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.998072952512044,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711
AL20101218$762,0.000229095074455899,0.000229095074455899,0.733333333333333,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.0116838487972509,0.252233676975945
AL20101219$763,0.00024906600249066,0.00024906600249066,0.996513075965131,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066
AL20101220$764,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,0.889277985441668,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,0.110210505606925
AL20101221$765,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.998185353208036,0.000129617627997408,0.000129617627997408
AL20101222$766,0.000197433366238894,0.000197433366238894,0.997235932872655,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894
AL20101223$767,0.000422832980972516,0.000422832980972516,0.994080338266385,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516
AL20101224$768,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.997883597883598
AL20101225$769,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.99741458910434
AL20101226$770,0.00032626427406199,0.00032626427406199,0.995432300163132,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199
AL20101227$771,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.998072952512044
AL20101228$772,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.194653705953827,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.802187120291616
AL20101229$773,0.000139567341242149,0.000139567341242149,0.99804605722261,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149
AL20101230$774,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.000141542816702052,0.998018400566171
AL20101231$775,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.997915115413254
AL20101201$776,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,0.999864097461535,9.70732417609086e-06
AL20101202$777,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,0.999864097461535,9.70732417609086e-06
AL20101203$778,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,0.999864097461535,9.70732417609086e-06
AL20101204$779,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,0.000495073532980634,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,9.70732417609086e-06,0.99937873125273,9.70732417609086e-06
AL20101205$780,1.48115233651781e-05,0.514715248463304,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,1.48115233651781e-05,0.0414870769458639,0.442879360142191,1.48115233651781e-05,0.000755387691624084,1.48115233651781e-05
AL20101206$781,0.999633171754225,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05
AL20101207$782,0.999633171754225,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05,2.62020175553518e-05
AL20101208$783,3.88123423248593e-05,3.88123423248593e-05,3.88123423248593e-05,3.88123423248593e-05,0.00197942945856782,3.88123423248593e-05,3.88123423248593e-05,3.88123423248593e-05,0.446380749078207,3.88123423248593e-05,0.0873665825732583,0.262022123035125,3.88123423248593e-05,0.137822627595575,0.0640791771783427
AL20101209$784,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,0.999229287090559,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05
AL20101210$785,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,0.999229287090559,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05,5.50509221029452e-05
AL20101211$786,9.97854612582947e-06,0.999860300354238,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06
AL20101212$787,9.97854612582947e-06,0.999860300354238,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06
AL20101213$788,9.97854612582947e-06,0.999860300354238,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06,9.97854612582947e-06
AL20101214$789,1.55605695168443e-05,0.610767914105656,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05,0.389029798490625,1.55605695168443e-05,1.55605695168443e-05,1.55605695168443e-05
AL20101215$790,0.485204868849649,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05,0.168043888222184,0.346339790845191,3.42876735813475e-05,3.42876735813475e-05,3.42876735813475e-05
AL20101216$791,3.78572780617074e-05,3.78572780617074e-05,0.603861442362294,3.78572780617074e-05,0.0852167329169033,3.78572780617074e-05,3.78572780617074e-05,3.78572780617074e-05,3.78572780617074e-05,3.78572780617074e-05,0.134431194397123,0.130645466590952,3.78572780617074e-05,3.78572780617074e-05,0.0454665909521105
AL20101217$792,2.76128675962999e-05,2.76128675962999e-05,0.999613419853652,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05
AL20101218$793,2.76128675962999e-05,2.76128675962999e-05,0.996852133094022,2.76128675962999e-05,2.76128675962999e-05,0.00278889962722629,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05,2.76128675962999e-05
AL20101219$794,0.262157734612684,4.68055230517201e-05,4.68055230517201e-05,4.68055230517201e-05,0.121741165457524,4.68055230517201e-05,4.68055230517201e-05,4.68055230517201e-05,0.0445120524221858,4.68055230517201e-05,4.68055230517201e-05,0.491504797566113,0.0796161947109759,4.68055230517201e-05,4.68055230517201e-05
AL20101220$795,4.24358158285593e-05,4.24358158285593e-05,0.515637598132824,4.24358158285593e-05,4.24358158285593e-05,4.24358158285593e-05,0.00216422660725652,4.24358158285593e-05,4.24358158285593e-05,4.24358158285593e-05,0.163420326755782,0.0997666030129429,4.24358158285593e-05,0.0679397411415235,0.150689582007214
AL20101221$796,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,0.999676412804808
AL20101222$797,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,0.00117878192534381,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,0.998520744250549
AL20101223$798,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,0.00117878192534381,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,2.31133710851728e-05,0.998520744250549
AL20101224$799,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,0.999668364325477,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05
AL20101225$800,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,0.999668364325477,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05,2.36882624659481e-05
AL20101226$801,0.10067868008425,4.68055230517201e-05,0.0889772993213199,0.0491926047273578,4.68055230517201e-05,4.68055230517201e-05,4.68055230517201e-05,4.68055230517201e-05,0.383852094547157,4.68055230517201e-05,4.68055230517201e-05,0.210671659255792,4.68055230517201e-05,4.68055230517201e-05,0.166206412356658
AL20101227$802,0.00554841080286607,3.67444424030865e-05,0.578761712291016,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05,0.141502847694286,0.273782840345398,3.67444424030865e-05,3.67444424030865e-05,3.67444424030865e-05
AL20101228$803,2.93987946494194e-05,2.93987946494194e-05,0.0544171688960753,2.93987946494194e-05,0.0955754814052624,2.93987946494194e-05,2.93987946494194e-05,2.93987946494194e-05,2.93987946494194e-05,2.93987946494194e-05,0.0911656622078495,0.158782889901514,2.93987946494194e-05,2.93987946494194e-05,0.599764809642805
AL20101229$804,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,2.11126359125937e-05,0.531003905837644,2.11126359125937e-05,2.11126359125937e-05,0.361047186741265,2.11126359125937e-05,0.0401351208698406,0.0675815475562124
AL20101230$805,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,0.999702539041751,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05
AL20101231$806,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,0.999702539041751,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05,2.12472113035164e-05
AL20101201$807,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.994936708860759,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893
AL20101202$808,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.996933187294633,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352,0.000219058050383352
